,org,dest,valor_norm,day
42697,Thailand,Belgium,1.0,2
42791,Thailand,China,12.0,2
42823,Thailand,Denmark,1.0,2
42855,Thailand,Finland,2.0,2
42887,Thailand,France,2.5,2
42919,Thailand,Germany,5.0,2
42951,Thailand,Hong Kong,20.5,2
42983,Thailand,India,29.0,2
43046,Thailand,Italy,1.0,2
43078,Thailand,Japan,16.5,2
43110,Thailand,Kazakhstan,1.0,2
43142,Thailand,Macau,2.5,2
43174,Thailand,Malaysia,17.5,2
43206,Thailand,Netherlands,1.5,2
43238,Thailand,New Zealand,1.0,2
43270,Thailand,Norway,1.5,2
43302,Thailand,Philippines,8.0,2
43334,Thailand,Qatar,6.5,2
43366,Thailand,Russia,5.5,2
43398,Thailand,Singapore,33.5,2
43430,Thailand,South Korea,16.5,2
43462,Thailand,Sri Lanka,2.5,2
43494,Thailand,Sweden,1.5,2
43526,Thailand,Switzerland,2.0,2
43558,Thailand,Taiwan,14.5,2
43590,Thailand,United Arab Emirates,7.5,2
43622,Thailand,United Kingdom,5.0,2
43623,Turkey,Austria,2.0,2
43651,Turkey,Bahrain,2.0,2
43679,Turkey,Belgium,2.5,2
43707,Turkey,Czech Republic,1.0,2
43735,Turkey,Denmark,2.5,2
43763,Turkey,France,5.5,2
43791,Turkey,Germany,26.5,2
43819,Turkey,Greece,1.0,2
43847,Turkey,Hungary,1.0,2
43875,Turkey,India,2.0,2
43903,Turkey,Israel,5.0,2
43931,Turkey,Italy,7.5,2
43959,Turkey,Kazakhstan,1.5,2
44014,Turkey,Netherlands,5.0,2
44042,Turkey,Norway,1.0,2
44070,Turkey,Qatar,8.0,2
44099,Turkey,Russia,5.0,2
44127,Turkey,Saudi Arabia,2.0,2
44155,Turkey,Serbia,1.0,2
44210,Turkey,Spain,1.5,2
44239,Turkey,Sweden,1.0,2
44267,Turkey,Switzerland,3.0,2
44322,Turkey,Ukraine,2.0,2
44350,Turkey,United Arab Emirates,9.0,2
44378,Turkey,United Kingdom,9.0,2
44407,Ukraine,Austria,4.0,2
44440,Ukraine,Czech Republic,1.5,2
44470,Ukraine,Denmark,1.0,2
44501,Ukraine,France,2.5,2
44531,Ukraine,Germany,15.5,2
44561,Ukraine,Greece,1.5,2
44591,Ukraine,Hungary,2.0,2
44622,Ukraine,Israel,2.0,2
44652,Ukraine,Italy,6.0,2
44683,Ukraine,Latvia,4.0,2
44713,Ukraine,Netherlands,2.0,2
44772,Ukraine,Poland,12.0,2
44802,Ukraine,Portugal,1.0,2
44832,Ukraine,Qatar,2.0,2
44862,Ukraine,Serbia,1.0,2
44892,Ukraine,Spain,1.5,2
44922,Ukraine,Sweden,1.0,2
44952,Ukraine,Switzerland,2.0,2
44982,Ukraine,Turkey,2.0,2
45012,Ukraine,United Arab Emirates,3.0,2
45042,Ukraine,United Kingdom,2.0,2
45045,United Arab Emirates,Armenia,3.0,2
45098,United Arab Emirates,Australia,9.0,2
45151,United Arab Emirates,Austria,4.0,2
45204,United Arab Emirates,Bahrain,25.5,2
45257,United Arab Emirates,Bangladesh,4.5,2
45311,United Arab Emirates,Belgium,3.5,2
45364,United Arab Emirates,Brazil,1.0,2
45417,United Arab Emirates,Canada,1.0,2
45522,United Arab Emirates,Croatia,1.0,2
45575,United Arab Emirates,Czech Republic,4.0,2
45628,United Arab Emirates,Denmark,1.5,2
45681,United Arab Emirates,Finland,1.0,2
45734,United Arab Emirates,France,9.0,2
45787,United Arab Emirates,Germany,17.0,2
45840,United Arab Emirates,Greece,1.5,2
45893,United Arab Emirates,Hong Kong,9.0,2
45946,United Arab Emirates,Hungary,2.0,2
45999,United Arab Emirates,India,63.0,2
46052,United Arab Emirates,Ireland,2.5,2
46157,United Arab Emirates,Italy,8.0,2
46210,United Arab Emirates,Japan,2.0,2
46263,United Arab Emirates,Kazakhstan,3.5,2
46318,United Arab Emirates,Malaysia,4.5,2
46372,United Arab Emirates,Netherlands,5.0,2
46425,United Arab Emirates,New Zealand,2.0,2
46478,United Arab Emirates,Norway,1.0,2
46531,United Arab Emirates,Philippines,6.0,2
46584,United Arab Emirates,Poland,2.0,2
46637,United Arab Emirates,Portugal,2.5,2
46691,United Arab Emirates,Russia,23.5,2
46744,United Arab Emirates,Saudi Arabia,32.0,2
46797,United Arab Emirates,Serbia,1.5,2
46850,United Arab Emirates,Singapore,6.0,2
46904,United Arab Emirates,South Africa,4.5,2
46957,United Arab Emirates,South Korea,2.0,2
47010,United Arab Emirates,Spain,5.0,2
47063,United Arab Emirates,Sri Lanka,10.0,2
47116,United Arab Emirates,Sweden,3.0,2
47169,United Arab Emirates,Switzerland,6.0,2
47222,United Arab Emirates,Taiwan,1.0,2
47275,United Arab Emirates,Thailand,7.5,2
47328,United Arab Emirates,Turkey,9.0,2
47381,United Arab Emirates,Ukraine,3.0,2
47434,United Arab Emirates,United Kingdom,27.0,2
47487,United Arab Emirates,United States,13.5,2
47488,United Kingdom,Algeria,1.0,2
47543,United Kingdom,Argentina,1.5,2
47598,United Kingdom,Australia,1.5,2
47653,United Kingdom,Austria,23.5,2
47708,United Kingdom,Bahrain,3.0,2
47817,United Kingdom,Belgium,19.0,2
47872,United Kingdom,Brazil,2.0,2
47927,United Kingdom,Canada,15.5,2
47982,United Kingdom,China,2.0,2
48037,United Kingdom,Colombia,1.0,2
48146,United Kingdom,Croatia,1.0,2
48201,United Kingdom,Czech Republic,24.0,2
48256,United Kingdom,Denmark,36.0,2
48312,United Kingdom,Estonia,4.5,2
48367,United Kingdom,Finland,11.5,2
48422,United Kingdom,France,100.0,2
48477,United Kingdom,Germany,166.5,2
48532,United Kingdom,Greece,13.0,2
48587,United Kingdom,Hong Kong,9.5,2
48642,United Kingdom,Hungary,22.5,2
48697,United Kingdom,Iceland,17.0,2
48752,United Kingdom,India,13.0,2
48807,United Kingdom,Ireland,149.0,2
48862,United Kingdom,Israel,9.0,2
48917,United Kingdom,Italy,117.0,2
48972,United Kingdom,Japan,3.0,2
49027,United Kingdom,Latvia,11.0,2
49082,United Kingdom,Luxembourg,6.0,2
49137,United Kingdom,Malaysia,3.0,2
49192,United Kingdom,Malta,9.0,2
49301,United Kingdom,Netherlands,106.5,2
49356,United Kingdom,Norway,28.0,2
49412,United Kingdom,Poland,86.5,2
49467,United Kingdom,Portugal,61.5,2
49522,United Kingdom,Qatar,17.0,2
49577,United Kingdom,Romania,5.5,2
49632,United Kingdom,Russia,12.5,2
49688,United Kingdom,Serbia,1.0,2
49743,United Kingdom,Singapore,8.0,2
49798,United Kingdom,Slovakia,7.0,2
49853,United Kingdom,South Africa,4.0,2
49908,United Kingdom,South Korea,1.0,2
49963,United Kingdom,Spain,109.5,2
50018,United Kingdom,Sri Lanka,1.5,2
50073,United Kingdom,Sweden,25.0,2
50128,United Kingdom,Switzerland,90.5,2
50237,United Kingdom,Thailand,5.0,2
50292,United Kingdom,Turkey,9.0,2
50347,United Kingdom,Ukraine,2.0,2
50402,United Kingdom,United Arab Emirates,27.0,2
50457,United Kingdom,United States,110.5,2
50458,United States,Argentina,14.5,2
50513,United States,Australia,25.0,2
50568,United States,Austria,3.5,2
50678,United States,Barbados,5.5,2
50734,United States,Belgium,5.0,2
50790,United States,Brazil,26.5,2
50845,United States,Canada,441.0,2
50900,United States,China,2.0,2
50955,United States,Colombia,25.0,2
51010,United States,Costa Rica,37.0,2
51066,United States,Denmark,5.0,2
51122,United States,Finland,1.0,2
51177,United States,France,44.0,2
51232,United States,French Polynesia,2.0,2
51287,United States,Germany,53.0,2
51342,United States,Greece,1.5,2
51397,United States,Hong Kong,25.0,2
51453,United States,Iceland,5.5,2
51508,United States,India,7.5,2
51563,United States,Ireland,18.5,2
51618,United States,Israel,12.0,2
51673,United States,Italy,19.5,2
51728,United States,Japan,10.0,2
51783,United States,Luxembourg,3.5,2
51839,United States,Mexico,9.5,2
51948,United States,Netherlands,28.0,2
52003,United States,New Zealand,7.5,2
52058,United States,Norway,1.0,2
52113,United States,Philippines,5.5,2
52168,United States,Poland,2.5,2
52223,United States,Portugal,9.0,2
52278,United States,Puerto Rico,40.5,2
52333,United States,Qatar,10.0,2
52389,United States,Russia,4.0,2
52446,United States,Singapore,6.5,2
52501,United States,South Africa,1.5,2
52556,United States,South Korea,26.0,2
52611,United States,Spain,21.0,2
52666,United States,Sweden,3.0,2
52721,United States,Switzerland,17.0,2
52776,United States,Taiwan,24.5,2
52886,United States,United Arab Emirates,13.5,2
52941,United States,United Kingdom,110.5,2
0,Belgium,Algeria,1.0,2
25,France,Algeria,19.0,2
42,Italy,Algeria,2.0,2
52,Qatar,Algeria,1.0,2
61,Spain,Algeria,5.5,2
70,Switzerland,Algeria,1.0,2
87,United Kingdom,Algeria,1.0,2
88,Bolivia,Argentina,1.5,2
102,Brazil,Argentina,18.5,2
116,Canada,Argentina,1.0,2
130,Colombia,Argentina,2.5,2
145,France,Argentina,1.0,2
159,Germany,Argentina,1.0,2
173,Italy,Argentina,2.0,2
200,Netherlands,Argentina,1.0,2
227,Spain,Argentina,6.0,2
242,United Kingdom,Argentina,1.5,2
256,United States,Argentina,14.5,2
263,Russia,Armenia,17.5,2
272,United Arab Emirates,Armenia,3.0,2
273,Canada,Australia,2.0,2
328,Hong Kong,Australia,16.0,2
347,India,Australia,1.0,2
384,Japan,Australia,4.5,2
403,Malaysia,Australia,19.0,2
422,New Zealand,Australia,64.5,2
441,Philippines,Australia,5.5,2
460,Qatar,Australia,5.0,2
479,Russia,Australia,1.0,2
498,Singapore,Australia,36.5,2
518,South Korea,Australia,4.0,2
537,Sri Lanka,Australia,1.0,2
556,Taiwan,Australia,5.0,2
575,Thailand,Australia,5.0,2
594,United Arab Emirates,Australia,9.0,2
613,United Kingdom,Australia,1.5,2
632,United States,Australia,25.0,2
634,Belgium,Austria,5.0,2
673,Canada,Austria,1.5,2
712,China,Austria,1.0,2
751,Croatia,Austria,2.0,2
790,Czech Republic,Austria,2.0,2
829,Denmark,Austria,4.5,2
868,Estonia,Austria,1.0,2
907,Finland,Austria,2.0,2
946,France,Austria,15.0,2
985,Germany,Austria,87.0,2
1024,Greece,Austria,6.0,2
1064,Hungary,Austria,2.5,2
1103,Iceland,Austria,1.0,2
1180,Ireland,Austria,1.0,2
1219,Israel,Austria,7.0,2
1258,Italy,Austria,16.5,2
1335,Latvia,Austria,2.5,2
1374,Luxembourg,Austria,3.0,2
1413,Malta,Austria,1.0,2
1452,Netherlands,Austria,17.5,2
1529,Poland,Austria,6.0,2
1568,Portugal,Austria,5.0,2
1607,Qatar,Austria,2.0,2
1646,Romania,Austria,4.0,2
1685,Russia,Austria,15.0,2
1763,Spain,Austria,13.5,2
1802,Sweden,Austria,5.0,2
1841,Switzerland,Austria,18.5,2
1880,Taiwan,Austria,2.0,2
1919,Thailand,Austria,2.5,2
1958,Turkey,Austria,2.0,2
1997,Ukraine,Austria,4.0,2
2036,United Arab Emirates,Austria,4.0,2
2075,United Kingdom,Austria,23.5,2
2114,United States,Austria,3.5,2
2115,Bangladesh,Bahrain,1.5,2
2132,France,Bahrain,1.0,2
2149,Germany,Bahrain,2.0,2
2166,Greece,Bahrain,1.0,2
2199,India,Bahrain,9.0,2
2217,Netherlands,Bahrain,1.0,2
2234,Philippines,Bahrain,1.0,2
2267,Russia,Bahrain,1.0,2
2284,Saudi Arabia,Bahrain,11.5,2
2301,Sri Lanka,Bahrain,1.5,2
2318,Thailand,Bahrain,1.0,2
2335,Turkey,Bahrain,2.0,2
2352,United Arab Emirates,Bahrain,25.5,2
2369,United Kingdom,Bahrain,3.0,2
2371,Bahrain,Bangladesh,1.5,2
2388,India,Bangladesh,5.5,2
2405,Qatar,Bangladesh,2.0,2
2414,Saudi Arabia,Bangladesh,3.0,2
2423,Singapore,Bangladesh,1.5,2
2432,Sri Lanka,Bangladesh,1.0,2
2441,Thailand,Bangladesh,1.0,2
2450,United Arab Emirates,Bangladesh,4.5,2
2459,Canada,Barbados,1.5,2
2464,Germany,Barbados,3.5,2
2470,United States,Barbados,5.5,2
2487,Czech Republic,Belarus,1.0,2
2496,Estonia,Belarus,1.0,2
2505,France,Belarus,2.5,2
2514,Germany,Belarus,3.5,2
2539,Latvia,Belarus,2.0,2
2548,Netherlands,Belarus,1.0,2
2557,Poland,Belarus,2.0,2
2566,Russia,Belarus,14.5,2
2599,Algeria,Belgium,1.0,2
2636,Austria,Belgium,5.0,2
2674,Canada,Belgium,1.5,2
2747,Croatia,Belgium,1.5,2
2784,Czech Republic,Belgium,4.0,2
2821,Denmark,Belgium,4.5,2
2858,Finland,Belgium,3.5,2
2895,France,Belgium,16.0,2
2932,Germany,Belgium,20.5,2
2969,Greece,Belgium,2.0,2
3006,Hong Kong,Belgium,2.0,2
3043,Hungary,Belgium,2.5,2
3116,Ireland,Belgium,4.5,2
3153,Israel,Belgium,3.5,2
3190,Italy,Belgium,24.0,2
3228,Latvia,Belgium,1.5,2
3265,Malta,Belgium,2.0,2
3303,Netherlands,Belgium,2.5,2
3376,Poland,Belgium,8.5,2
3413,Portugal,Belgium,10.0,2
3450,Qatar,Belgium,2.5,2
3487,Romania,Belgium,1.0,2
3524,Russia,Belgium,6.0,2
3599,Spain,Belgium,22.5,2
3636,Sweden,Belgium,8.0,2
3673,Switzerland,Belgium,10.5,2
3710,Thailand,Belgium,1.0,2
3747,Turkey,Belgium,2.5,2
3820,United Arab Emirates,Belgium,3.5,2
3857,United Kingdom,Belgium,19.0,2
3894,United States,Belgium,5.0,2
3895,Argentina,Bolivia,1.5,2
3900,Brazil,Bolivia,1.0,2
3906,Spain,Bolivia,1.0,2
3912,Argentina,Brazil,18.5,2
3933,Bolivia,Brazil,1.0,2
3954,Canada,Brazil,2.0,2
3975,Colombia,Brazil,2.5,2
4017,France,Brazil,4.0,2
4038,Germany,Brazil,2.0,2
4080,Italy,Brazil,3.0,2
4121,Netherlands,Brazil,1.0,2
4142,Portugal,Brazil,7.0,2
4163,Qatar,Brazil,1.0,2
4185,Spain,Brazil,4.5,2
4206,Switzerland,Brazil,1.0,2
4228,United Arab Emirates,Brazil,1.0,2
4249,United Kingdom,Brazil,2.0,2
4270,United States,Brazil,26.5,2
4272,Argentina,Canada,1.0,2
4306,Australia,Canada,2.0,2
4340,Austria,Canada,1.5,2
4374,Barbados,Canada,1.5,2
4408,Belgium,Canada,1.5,2
4442,Brazil,Canada,2.0,2
4542,Costa Rica,Canada,4.0,2
4576,Denmark,Canada,1.0,2
4611,France,Canada,7.5,2
4645,Germany,Canada,7.0,2
4679,Hong Kong,Canada,5.0,2
4713,Iceland,Canada,1.5,2
4747,India,Canada,3.5,2
4781,Ireland,Canada,2.5,2
4815,Israel,Canada,1.5,2
4849,Italy,Canada,1.0,2
4917,Netherlands,Canada,4.0,2
4951,New Zealand,Canada,1.5,2
4985,Philippines,Canada,1.5,2
5019,Poland,Canada,1.0,2
5053,Portugal,Canada,1.0,2
5154,South Korea,Canada,3.5,2
5188,Spain,Canada,2.0,2
5222,Switzerland,Canada,2.0,2
5256,Taiwan,Canada,3.0,2
5324,United Arab Emirates,Canada,1.0,2
5358,United Kingdom,Canada,15.5,2
5392,United States,Canada,441.0,2
5394,Austria,China,1.0,2
5429,Italy,China,2.0,2
5456,Japan,China,6.0,2
5484,Malaysia,China,6.5,2
5512,New Zealand,China,1.0,2
5539,Philippines,China,2.5,2
5593,Singapore,China,4.5,2
5620,South Korea,China,8.0,2
5647,Spain,China,1.0,2
5674,Taiwan,China,7.0,2
5701,Thailand,China,12.0,2
5729,United Kingdom,China,2.0,2
5756,United States,China,2.0,2
5757,Argentina,Colombia,2.5,2
5780,Brazil,Colombia,2.5,2
5793,Costa Rica,Colombia,3.0,2
5806,France,Colombia,1.0,2
5818,Germany,Colombia,1.0,2
5841,Netherlands,Colombia,1.0,2
5853,Spain,Colombia,4.5,2
5865,United Kingdom,Colombia,1.0,2
5877,United States,Colombia,25.0,2
5879,Canada,Costa Rica,4.0,2
5888,Colombia,Costa Rica,3.0,2
5897,France,Costa Rica,1.0,2
5907,Spain,Costa Rica,1.0,2
5917,United States,Costa Rica,37.0,2
5918,Austria,Croatia,2.0,2
5936,Belgium,Croatia,1.5,2
5971,Denmark,Croatia,1.0,2
5989,France,Croatia,2.0,2
6007,Germany,Croatia,11.5,2
6025,Ireland,Croatia,1.0,2
6045,Netherlands,Croatia,1.0,2
6063,Poland,Croatia,1.0,2
6082,Qatar,Croatia,2.0,2
6100,Russia,Croatia,1.5,2
6135,Spain,Croatia,1.0,2
6153,Switzerland,Croatia,2.0,2
6171,United Arab Emirates,Croatia,1.0,2
6189,United Kingdom,Croatia,1.0,2
6190,Austria,Czech Republic,2.0,2
6222,Belarus,Czech Republic,1.0,2
6254,Belgium,Czech Republic,4.0,2
6287,Denmark,Czech Republic,4.0,2
6319,Estonia,Czech Republic,1.0,2
6351,Finland,Czech Republic,3.0,2
6383,France,Czech Republic,11.5,2
6415,Germany,Czech Republic,13.5,2
6447,Greece,Czech Republic,2.5,2
6479,Hungary,Czech Republic,2.5,2
6511,Ireland,Czech Republic,2.0,2
6543,Israel,Czech Republic,3.5,2
6575,Italy,Czech Republic,13.0,2
6608,Kazakhstan,Czech Republic,1.0,2
6640,Latvia,Czech Republic,2.0,2
6672,Netherlands,Czech Republic,9.5,2
6735,Poland,Czech Republic,3.0,2
6767,Portugal,Czech Republic,1.0,2
6799,Qatar,Czech Republic,2.5,2
6831,Romania,Czech Republic,2.5,2
6863,Russia,Czech Republic,16.0,2
6895,Serbia,Czech Republic,1.0,2
6958,Spain,Czech Republic,6.5,2
6990,Sweden,Czech Republic,1.5,2
7022,Switzerland,Czech Republic,4.0,2
7054,Turkey,Czech Republic,1.0,2
7086,Ukraine,Czech Republic,1.5,2
7118,United Arab Emirates,Czech Republic,4.0,2
7150,United Kingdom,Czech Republic,24.0,2
7182,Austria,Denmark,4.5,2
7220,Belgium,Denmark,4.5,2
7258,Canada,Denmark,1.0,2
7333,Croatia,Denmark,1.0,2
7371,Czech Republic,Denmark,4.0,2
7409,Estonia,Denmark,2.0,2
7447,Finland,Denmark,8.5,2
7485,France,Denmark,10.0,2
7523,Germany,Denmark,34.5,2
7561,Greece,Denmark,3.0,2
7599,Hungary,Denmark,3.0,2
7637,Iceland,Denmark,6.0,2
7676,Ireland,Denmark,3.0,2
7714,Israel,Denmark,1.5,2
7752,Italy,Denmark,9.0,2
7790,Latvia,Denmark,6.0,2
7828,Luxembourg,Denmark,2.0,2
7866,Malta,Denmark,2.0,2
7904,Netherlands,Denmark,16.0,2
7942,Norway,Denmark,32.0,2
7980,Poland,Denmark,11.5,2
8018,Portugal,Denmark,1.5,2
8056,Qatar,Denmark,2.0,2
8095,Russia,Denmark,3.5,2
8133,Serbia,Denmark,1.0,2
8171,Singapore,Denmark,1.0,2
8209,Spain,Denmark,11.0,2
8247,Sweden,Denmark,21.0,2
8285,Switzerland,Denmark,8.0,2
8323,Thailand,Denmark,1.0,2
8361,Turkey,Denmark,2.5,2
8399,Ukraine,Denmark,1.0,2
8437,United Arab Emirates,Denmark,1.5,2
8475,United Kingdom,Denmark,36.0,2
8513,United States,Denmark,5.0,2
8524,Germany,Dominican Republic,1.0,2
8529,Puerto Rico,Dominican Republic,1.0,2
8540,Austria,Estonia,1.0,2
8558,Belarus,Estonia,1.0,2
8576,Czech Republic,Estonia,1.0,2
8594,Denmark,Estonia,2.0,2
8612,Finland,Estonia,6.5,2
8631,Germany,Estonia,5.0,2
8649,Italy,Estonia,1.0,2
8667,Latvia,Estonia,5.0,2
8685,Malta,Estonia,1.0,2
8703,Netherlands,Estonia,1.0,2
8721,Norway,Estonia,2.0,2
8739,Poland,Estonia,1.0,2
8758,Russia,Estonia,2.0,2
8776,Sweden,Estonia,6.0,2
8811,United Kingdom,Estonia,4.5,2
8812,Austria,Finland,2.0,2
8842,Belgium,Finland,3.5,2
8872,Czech Republic,Finland,3.0,2
8902,Denmark,Finland,8.5,2
8932,Estonia,Finland,6.5,2
8962,France,Finland,4.0,2
8992,Germany,Finland,23.0,2
9022,Hong Kong,Finland,1.5,2
9052,Hungary,Finland,4.0,2
9082,Iceland,Finland,2.0,2
9112,India,Finland,1.0,2
9142,Ireland,Finland,1.0,2
9172,Italy,Finland,4.0,2
9202,Japan,Finland,1.5,2
9232,Latvia,Finland,10.0,2
9262,Netherlands,Finland,5.0,2
9292,Norway,Finland,6.5,2
9322,Poland,Finland,5.0,2
9352,Portugal,Finland,2.0,2
9382,Qatar,Finland,2.0,2
9412,Russia,Finland,12.5,2
9442,Singapore,Finland,1.0,2
9501,Spain,Finland,7.0,2
9531,Sweden,Finland,26.0,2
9561,Switzerland,Finland,3.0,2
9591,Thailand,Finland,2.0,2
9621,United Arab Emirates,Finland,1.0,2
9651,United Kingdom,Finland,11.5,2
9681,United States,Finland,1.0,2
9682,Algeria,France,19.0,2
9735,Argentina,France,1.0,2
9789,Austria,France,15.0,2
9842,Bahrain,France,1.0,2
9895,Belarus,France,2.5,2
9948,Belgium,France,16.0,2
10001,Brazil,France,4.0,2
10054,Canada,France,7.5,2
10159,Colombia,France,1.0,2
10212,Costa Rica,France,1.0,2
10265,Croatia,France,2.0,2
10318,Czech Republic,France,11.5,2
10371,Denmark,France,10.0,2
10477,Finland,France,4.0,2
10530,Germany,France,74.0,2
10583,Greece,France,9.0,2
10636,Hong Kong,France,2.0,2
10689,Hungary,France,6.0,2
10742,Iceland,France,1.0,2
10795,India,France,4.5,2
10848,Ireland,France,15.5,2
10901,Israel,France,13.5,2
10954,Italy,France,82.5,2
11007,Japan,France,4.0,2
11060,Latvia,France,2.0,2
11113,Luxembourg,France,5.5,2
11166,Malta,France,6.0,2
11219,Morocco,France,10.0,2
11272,Netherlands,France,24.0,2
11325,Norway,France,5.5,2
11378,Poland,France,11.5,2
11431,Portugal,France,46.0,2
11484,Qatar,France,5.0,2
11537,Romania,France,1.5,2
11590,Russia,France,25.5,2
11645,Serbia,France,4.0,2
11698,Singapore,France,2.5,2
11803,South Korea,France,2.0,2
11856,Spain,France,80.0,2
11909,Sweden,France,9.5,2
11962,Switzerland,France,38.0,2
12015,Taiwan,France,1.5,2
12068,Thailand,France,2.5,2
12121,Turkey,France,5.5,2
12174,Ukraine,France,2.5,2
12227,United Arab Emirates,France,9.0,2
12280,United Kingdom,France,100.0,2
12333,United States,France,44.0,2
12334,New Zealand,French Polynesia,1.0,2
12337,United States,French Polynesia,2.0,2
12339,Argentina,Germany,1.0,2
12394,Austria,Germany,87.0,2
12449,Bahrain,Germany,2.0,2
12504,Barbados,Germany,3.5,2
12559,Belarus,Germany,3.5,2
12614,Belgium,Germany,20.5,2
12669,Brazil,Germany,2.0,2
12724,Canada,Germany,7.0,2
12833,Colombia,Germany,1.0,2
12888,Croatia,Germany,11.5,2
12943,Czech Republic,Germany,13.5,2
12998,Denmark,Germany,34.5,2
13053,Dominican Republic,Germany,1.0,2
13108,Estonia,Germany,5.0,2
13163,Finland,Germany,23.0,2
13218,France,Germany,74.0,2
13273,Greece,Germany,21.0,2
13328,Hong Kong,Germany,3.0,2
13383,Hungary,Germany,22.0,2
13438,Iceland,Germany,5.0,2
13493,India,Germany,8.5,2
13548,Ireland,Germany,23.0,2
13603,Israel,Germany,13.5,2
13658,Italy,Germany,112.0,2
13713,Japan,Germany,3.5,2
13768,Kazakhstan,Germany,2.0,2
13823,Latvia,Germany,11.5,2
13878,Luxembourg,Germany,11.0,2
13987,Malta,Germany,4.0,2
14043,Netherlands,Germany,45.0,2
14098,Norway,Germany,22.5,2
14207,Poland,Germany,55.0,2
14262,Portugal,Germany,38.5,2
14317,Qatar,Germany,6.5,2
14372,Romania,Germany,7.5,2
14427,Russia,Germany,58.5,2
14482,Saudi Arabia,Germany,2.0,2
14537,Serbia,Germany,9.0,2
14592,Singapore,Germany,5.5,2
14647,Slovakia,Germany,1.5,2
14702,South Africa,Germany,2.5,2
14757,South Korea,Germany,3.0,2
14812,Spain,Germany,108.0,2
14867,Sweden,Germany,41.5,2
14922,Switzerland,Germany,75.5,2
14977,Taiwan,Germany,1.5,2
15032,Thailand,Germany,5.0,2
15087,Turkey,Germany,26.5,2
15142,Ukraine,Germany,15.5,2
15197,United Arab Emirates,Germany,17.0,2
15252,United Kingdom,Germany,166.5,2
15307,United States,Germany,53.0,2
15309,Austria,Greece,6.0,2
15337,Bahrain,Greece,1.0,2
15365,Belgium,Greece,2.0,2
15393,Czech Republic,Greece,2.5,2
15421,Denmark,Greece,3.0,2
15449,France,Greece,9.0,2
15477,Germany,Greece,21.0,2
15505,Hungary,Greece,3.0,2
15534,Italy,Greece,13.0,2
15562,Luxembourg,Greece,1.0,2
15617,Netherlands,Greece,5.5,2
15645,Poland,Greece,2.0,2
15673,Portugal,Greece,1.0,2
15701,Qatar,Greece,3.0,2
15729,Romania,Greece,1.0,2
15757,Russia,Greece,4.0,2
15785,Serbia,Greece,2.0,2
15813,Spain,Greece,3.0,2
15841,Sweden,Greece,2.0,2
15869,Switzerland,Greece,6.5,2
15897,Turkey,Greece,1.0,2
15925,Ukraine,Greece,1.5,2
15953,United Arab Emirates,Greece,1.5,2
15981,United Kingdom,Greece,13.0,2
16009,United States,Greece,1.5,2
16010,Australia,Hong Kong,16.0,2
16073,Belgium,Hong Kong,2.0,2
16104,Canada,Hong Kong,5.0,2
16165,Finland,Hong Kong,1.5,2
16196,France,Hong Kong,2.0,2
16227,Germany,Hong Kong,3.0,2
16258,India,Hong Kong,9.5,2
16289,Israel,Hong Kong,1.0,2
16320,Italy,Hong Kong,1.0,2
16351,Japan,Hong Kong,29.5,2
16382,Kazakhstan,Hong Kong,1.5,2
16413,Luxembourg,Hong Kong,1.0,2
16444,Malaysia,Hong Kong,8.5,2
16475,Netherlands,Hong Kong,2.5,2
16506,New Zealand,Hong Kong,4.0,2
16537,Philippines,Hong Kong,20.0,2
16568,Qatar,Hong Kong,2.0,2
16601,Singapore,Hong Kong,17.0,2
16632,South Korea,Hong Kong,22.5,2
16663,Spain,Hong Kong,1.5,2
16724,Switzerland,Hong Kong,2.0,2
16755,Taiwan,Hong Kong,49.0,2
16786,Thailand,Hong Kong,20.5,2
16817,United Arab Emirates,Hong Kong,9.0,2
16848,United Kingdom,Hong Kong,9.5,2
16879,United States,Hong Kong,25.0,2
16880,Austria,Hungary,2.5,2
16910,Belgium,Hungary,2.5,2
